"RecordNumber","Zipcode","ZipCodeType","City","State","LocationType","Lat","Long","Xaxis","Yaxis","Zaxis","WorldRegion","Country","LocationText","Location","Decommisioned","TaxReturnsFiled","EstimatedPopulation","TotalWages","Notes"
81481,"17738","STANDARD","N BEND","PA","ACCEPTABLE",41.33,-77.64,0.16,-0.73,0.66,"NA","US","N Bend, PA","NA-US-PA-N BEND","true",,,,"Converted Decommisioned Zipcodes"
81482,"17738","STANDARD","NORTH BEND","PA","PRIMARY",41.33,-77.64,0.16,-0.73,0.66,"NA","US","North Bend, PA","NA-US-PA-NORTH BEND","true",,,,"Converted Decommisioned Zipcodes"
81483,"17773","PO BOX","TYLERSVILLE","PA","PRIMARY",40.99,-77.42,0.16,-0.73,0.65,"NA","US","Tylersville, PA","NA-US-PA-TYLERSVILLE","true",,,,"Converted Decommisioned Zipcodes"
81484,"18175","UNIQUE","ALLENTOWN","PA","PRIMARY",40.60,-75.46,0.19,-0.73,0.65,"NA","US","Allentown, PA","NA-US-PA-ALLENTOWN","true",,,,"Converted Decommisioned Zipcodes"
81485,"18175","UNIQUE","PRUDENTIAL AARP INSURANCE","PA","NOT ACCEPTABLE",40.60,-75.46,0.19,-0.73,0.65,"NA","US","Prudential Aarp Insurance, PA","NA-US-PA-PRUDENTIAL AARP INSURANCE","true",,,,"Converted Decommisioned Zipcodes"
81486,"18514","UNIQUE","INTERNAL REVENUE","PA","NOT ACCEPTABLE",41.37,-75.68,0.18,-0.72,0.66,"NA","US","Internal Revenue, PA","NA-US-PA-INTERNAL REVENUE","true",,,,"Converted Decommisioned Zipcodes"
81487,"18514","UNIQUE","SCRANTON","PA","PRIMARY",41.37,-75.68,0.18,-0.72,0.66,"NA","US","Scranton, PA","NA-US-PA-SCRANTON","true",,,,"Converted Decommisioned Zipcodes"
81488,"18522","UNIQUE","HADDON CRAFTSMEN BOOK DIST","PA","NOT ACCEPTABLE",41.43,-75.64,0.18,-0.72,0.66,"NA","US","Haddon Craftsmen Book Dist, PA","NA-US-PA-HADDON CRAFTSMEN BOOK DIST","true",,,,"Converted Decommisioned Zipcodes"
81489,"18522","UNIQUE","SCRANTON","PA","PRIMARY",41.43,-75.64,0.18,-0.72,0.66,"NA","US","Scranton, PA","NA-US-PA-SCRANTON","true",,,,"Converted Decommisioned Zipcodes"
81490,"19483","UNIQUE","ALLSTATE INSURANCE CO","PA","NOT ACCEPTABLE",40.08,-75.41,0.19,-0.74,0.64,"NA","US","Allstate Insurance Co, PA","NA-US-PA-ALLSTATE INSURANCE CO","true",,,,"Converted Decommisioned Zipcodes"
81491,"19483","UNIQUE","VALLEY FORGE","PA","PRIMARY",40.08,-75.41,0.19,-0.74,0.64,"NA","US","Valley Forge, PA","NA-US-PA-VALLEY FORGE","true",,,,"Converted Decommisioned Zipcodes"
81492,"19487","UNIQUE","ACADEMY LIFE","PA","ACCEPTABLE",40.10,-75.47,0.19,-0.74,0.64,"NA","US","Academy Life, PA","NA-US-PA-ACADEMY LIFE","true",,,,"Converted Decommisioned Zipcodes"
81493,"19487","UNIQUE","NORRISTOWN","PA","ACCEPTABLE",40.10,-75.47,0.19,-0.74,0.64,"NA","US","Norristown, PA","NA-US-PA-NORRISTOWN","true",,,,"Converted Decommisioned Zipcodes"
81494,"19487","UNIQUE","KING OF PRUSSIA","PA","PRIMARY",40.10,-75.47,0.19,-0.74,0.64,"NA","US","King Of Prussia, PA","NA-US-PA-KING OF PRUSSIA","true",,,,"Converted Decommisioned Zipcodes"
81495,"21261","STANDARD","CENSUS BUREAU","MD","NOT ACCEPTABLE",39.30,-76.45,0.18,-0.75,0.63,"NA","US","Census Bureau, MD","NA-US-MD-CENSUS BUREAU","true",,,,"Converted Decommisioned Zipcodes"
81496,"21265","UNIQUE","BALTIMORE","MD","PRIMARY",39.29,-76.60,0.17,-0.75,0.63,"NA","US","Baltimore, MD","NA-US-MD-BALTIMORE","true",,,,"Converted Decommisioned Zipcodes"
81497,"21265","UNIQUE","VERIZON TELEPHONE","MD","NOT ACCEPTABLE",39.29,-76.60,0.17,-0.75,0.63,"NA","US","Verizon Telephone, MD","NA-US-MD-VERIZON TELEPHONE","true",,,,"Converted Decommisioned Zipcodes"
81498,"21268","UNIQUE","BALTIMORE","MD","PRIMARY",39.21,-76.72,0.17,-0.75,0.63,"NA","US","Baltimore, MD","NA-US-MD-BALTIMORE","true",,,,"Converted Decommisioned Zipcodes"
81499,"21268","UNIQUE","HARTE HANKS DIRECT MARKETING","MD","NOT ACCEPTABLE",39.21,-76.72,0.17,-0.75,0.63,"NA","US","Harte Hanks Direct Marketing, MD","NA-US-MD-HARTE HANKS DIRECT MARKETING","true",,,,"Converted Decommisioned Zipcodes"
81500,"21274","UNIQUE","BALTIMORE","MD","PRIMARY",39.29,-76.60,0.17,-0.75,0.63,"NA","US","Baltimore, MD","NA-US-MD-BALTIMORE","true",,,,"Converted Decommisioned Zipcodes"
81501,"21274","UNIQUE","BANK OF AMERICA","MD","NOT ACCEPTABLE",39.29,-76.60,0.17,-0.75,0.63,"NA","US","Bank Of America, MD","NA-US-MD-BANK OF AMERICA","true",,,,"Converted Decommisioned Zipcodes"
81502,"21283","UNIQUE","BALTIMORE","MD","PRIMARY",39.29,-76.61,0.17,-0.75,0.63,"NA","US","Baltimore, MD","NA-US-MD-BALTIMORE","true",,,,"Converted Decommisioned Zipcodes"
81503,"21283","UNIQUE","SHARED FIRM ZIP CODE","MD","ACCEPTABLE",39.29,-76.61,0.17,-0.75,0.63,"NA","US","Shared Firm Zip Code, MD","NA-US-MD-SHARED FIRM ZIP CODE","true",,,,"Converted Decommisioned Zipcodes"
81504,"21606","UNIQUE","EASTON","MD","PRIMARY",38.77,-76.07,0.18,-0.75,0.62,"NA","US","Easton, MD","NA-US-MD-EASTON","true",,,,"Converted Decommisioned Zipcodes"
81505,"21606","UNIQUE","FIRST FULFILLMENT & MGR CO","MD","ACCEPTABLE",38.77,-76.07,0.18,-0.75,0.62,"NA","US","First Fulfillment & Mgr Co, MD","NA-US-MD-FIRST FULFILLMENT & MGR CO","true",,,,"Converted Decommisioned Zipcodes"
81506,"21681","UNIQUE","NATIONWIDE FULFILL SYSTEMS","MD","NOT ACCEPTABLE",38.94,-75.88,0.18,-0.75,0.62,"NA","US","Nationwide Fulfill Systems, MD","NA-US-MD-NATIONWIDE FULFILL SYSTEMS","true",,,,"Converted Decommisioned Zipcodes"
81507,"21681","UNIQUE","RIDGELY","MD","PRIMARY",38.94,-75.88,0.18,-0.75,0.62,"NA","US","Ridgely, MD","NA-US-MD-RIDGELY","true",,,,"Converted Decommisioned Zipcodes"
81508,"21682","UNIQUE","RIDGELY","MD","PRIMARY",38.94,-75.88,0.18,-0.75,0.62,"NA","US","Ridgely, MD","NA-US-MD-RIDGELY","true",,,,"Converted Decommisioned Zipcodes"
81509,"21682","UNIQUE","NATIONWIDE FULFILL SYSTEMS","MD","NOT ACCEPTABLE",38.94,-75.88,0.18,-0.75,0.62,"NA","US","Nationwide Fulfill Systems, MD","NA-US-MD-NATIONWIDE FULFILL SYSTEMS","true",,,,"Converted Decommisioned Zipcodes"
81510,"21683","UNIQUE","RIDGELY","MD","PRIMARY",38.94,-75.88,0.18,-0.75,0.62,"NA","US","Ridgely, MD","NA-US-MD-RIDGELY","true",,,,"Converted Decommisioned Zipcodes"
81511,"21683","UNIQUE","NATIONWIDE FULFILL SYSTEMS","MD","NOT ACCEPTABLE",38.94,-75.88,0.18,-0.75,0.62,"NA","US","Nationwide Fulfill Systems, MD","NA-US-MD-NATIONWIDE FULFILL SYSTEMS","true",,,,"Converted Decommisioned Zipcodes"
81512,"21684","UNIQUE","NATIONWIDE FULFILL SYSTEMS","MD","NOT ACCEPTABLE",38.94,-75.88,0.18,-0.75,0.62,"NA","US","Nationwide Fulfill Systems, MD","NA-US-MD-NATIONWIDE FULFILL SYSTEMS","true",,,,"Converted Decommisioned Zipcodes"
81513,"21684","UNIQUE","RIDGELY","MD","PRIMARY",38.94,-75.88,0.18,-0.75,0.62,"NA","US","Ridgely, MD","NA-US-MD-RIDGELY","true",,,,"Converted Decommisioned Zipcodes"
81514,"21685","UNIQUE","NATIONWIDE FULFILL SYSTEMS","MD","NOT ACCEPTABLE",38.94,-75.88,0.18,-0.75,0.62,"NA","US","Nationwide Fulfill Systems, MD","NA-US-MD-NATIONWIDE FULFILL SYSTEMS","true",,,,"Converted Decommisioned Zipcodes"
81515,"21685","UNIQUE","RIDGELY","MD","PRIMARY",38.94,-75.88,0.18,-0.75,0.62,"NA","US","Ridgely, MD","NA-US-MD-RIDGELY","true",,,,"Converted Decommisioned Zipcodes"
81516,"21686","UNIQUE","NATIONWIDE FULFILL SYSTEMS","MD","NOT ACCEPTABLE",38.94,-75.88,0.18,-0.75,0.62,"NA","US","Nationwide Fulfill Systems, MD","NA-US-MD-NATIONWIDE FULFILL SYSTEMS","true",,,,"Converted Decommisioned Zipcodes"
81517,"21686","UNIQUE","RIDGELY","MD","PRIMARY",38.94,-75.88,0.18,-0.75,0.62,"NA","US","Ridgely, MD","NA-US-MD-RIDGELY","true",,,,"Converted Decommisioned Zipcodes"
81518,"21687","UNIQUE","NATIONWIDE FULFILL SYSTEMS","MD","NOT ACCEPTABLE",38.94,-75.88,0.18,-0.75,0.62,"NA","US","Nationwide Fulfill Systems, MD","NA-US-MD-NATIONWIDE FULFILL SYSTEMS","true",,,,"Converted Decommisioned Zipcodes"
81519,"21687","UNIQUE","RIDGELY","MD","PRIMARY",38.94,-75.88,0.18,-0.75,0.62,"NA","US","Ridgely, MD","NA-US-MD-RIDGELY","true",,,,"Converted Decommisioned Zipcodes"
81520,"21688","UNIQUE","RIDGELY","MD","PRIMARY",38.94,-75.88,0.18,-0.75,0.62,"NA","US","Ridgely, MD","NA-US-MD-RIDGELY","true",,,,"Converted Decommisioned Zipcodes"
81521,"21688","UNIQUE","NATIONWIDE FULFILL SYSTEMS","MD","NOT ACCEPTABLE",38.94,-75.88,0.18,-0.75,0.62,"NA","US","Nationwide Fulfill Systems, MD","NA-US-MD-NATIONWIDE FULFILL SYSTEMS","true",,,,"Converted Decommisioned Zipcodes"
81522,"22047","UNIQUE","AAA","VA","NOT ACCEPTABLE",38.86,-77.22,0.17,-0.75,0.62,"NA","US","Aaa, VA","NA-US-VA-AAA","true",,,,"Converted Decommisioned Zipcodes"
81523,"22047","UNIQUE","FALLS CHURCH","VA","PRIMARY",38.86,-77.22,0.17,-0.75,0.62,"NA","US","Falls Church, VA","NA-US-VA-FALLS CHURCH","true",,,,"Converted Decommisioned Zipcodes"
81524,"22092","UNIQUE","U S GEOLOGICAL SURVEY","VA","NOT ACCEPTABLE",38.96,-77.38,0.16,-0.75,0.62,"NA","US","U S Geological Survey, VA","NA-US-VA-U S GEOLOGICAL SURVEY","true",,,,"Converted Decommisioned Zipcodes"
81525,"22092","UNIQUE","HERNDON","VA","PRIMARY",38.96,-77.38,0.16,-0.75,0.62,"NA","US","Herndon, VA","NA-US-VA-HERNDON","true",,,,"Converted Decommisioned Zipcodes"
81526,"22093","UNIQUE","ASHBURN","VA","PRIMARY",39.04,-77.48,0.16,-0.75,0.62,"NA","US","Ashburn, VA","NA-US-VA-ASHBURN","true",,,,"Converted Decommisioned Zipcodes"
81527,"22093","UNIQUE","NATL ASSN LETTER CARRIERS","VA","ACCEPTABLE",39.04,-77.48,0.16,-0.75,0.62,"NA","US","Natl Assn Letter Carriers, VA","NA-US-VA-NATL ASSN LETTER CARRIERS","true",,,,"Converted Decommisioned Zipcodes"
81528,"22120","UNIQUE","CONTINENTAL TELEPHONE","VA","ACCEPTABLE",38.87,-77.22,0.17,-0.75,0.62,"NA","US","Continental Telephone, VA","NA-US-VA-CONTINENTAL TELEPHONE","true",,,,"Converted Decommisioned Zipcodes"
81529,"22120","UNIQUE","MERRIFIELD","VA","PRIMARY",38.87,-77.22,0.17,-0.75,0.62,"NA","US","Merrifield, VA","NA-US-VA-MERRIFIELD","true",,,,"Converted Decommisioned Zipcodes"
81530,"22184","UNIQUE","NATIONAL WILDLIFE ASSOC","VA","NOT ACCEPTABLE",38.90,-77.26,0.17,-0.75,0.62,"NA","US","National Wildlife Assoc, VA","NA-US-VA-NATIONAL WILDLIFE ASSOC","true",,,,"Converted Decommisioned Zipcodes"
81531,"22184","UNIQUE","VIENNA","VA","PRIMARY",38.90,-77.26,0.17,-0.75,0.62,"NA","US","Vienna, VA","NA-US-VA-VIENNA","true",,,,"Converted Decommisioned Zipcodes"
81532,"22218","UNIQUE","ARLINGTON","VA","PRIMARY",38.88,-77.09,0.17,-0.75,0.62,"NA","US","Arlington, VA","NA-US-VA-ARLINGTON","true",,,,"Converted Decommisioned Zipcodes"
81533,"22218","UNIQUE","VISA LOTTERY","VA","ACCEPTABLE",38.88,-77.09,0.17,-0.75,0.62,"NA","US","Visa Lottery, VA","NA-US-VA-VISA LOTTERY","true",,,,"Converted Decommisioned Zipcodes"
81534,"22223","UNIQUE","MARINE CORPS INSTITUTE","VA","NOT ACCEPTABLE",38.88,-77.09,0.17,-0.75,0.62,"NA","US","Marine Corps Institute, VA","NA-US-VA-MARINE CORPS INSTITUTE","true",,,,"Converted Decommisioned Zipcodes"
81535,"22223","UNIQUE","ARLINGTON","VA","PRIMARY",38.88,-77.09,0.17,-0.75,0.62,"NA","US","Arlington, VA","NA-US-VA-ARLINGTON","true",,,,"Converted Decommisioned Zipcodes"
81536,"22223","UNIQUE","BUSINESS REPLY MAIL","VA","NOT ACCEPTABLE",38.88,-77.09,0.17,-0.75,0.62,"NA","US","Business Reply Mail, VA","NA-US-VA-BUSINESS REPLY MAIL","true",,,,"Converted Decommisioned Zipcodes"
81537,"22229","UNIQUE","SHARED FIRM ZIP","VA","ACCEPTABLE",38.89,-77.07,0.17,-0.75,0.62,"NA","US","Shared Firm Zip, VA","NA-US-VA-SHARED FIRM ZIP","true",,,,"Converted Decommisioned Zipcodes"
81538,"22229","UNIQUE","ARLINGTON","VA","PRIMARY",38.89,-77.07,0.17,-0.75,0.62,"NA","US","Arlington, VA","NA-US-VA-ARLINGTON","true",,,,"Converted Decommisioned Zipcodes"
81539,"22234","UNIQUE","ARLINGTON","VA","PRIMARY",38.89,-77.07,0.17,-0.75,0.62,"NA","US","Arlington, VA","NA-US-VA-ARLINGTON","true",,,,"Converted Decommisioned Zipcodes"
81540,"22234","UNIQUE","GANNETT","VA","ACCEPTABLE",38.89,-77.07,0.17,-0.75,0.62,"NA","US","Gannett, VA","NA-US-VA-GANNETT","true",,,,"Converted Decommisioned Zipcodes"
81541,"22321","UNIQUE","ALEXANDRIA","VA","PRIMARY",38.80,-77.05,0.17,-0.75,0.62,"NA","US","Alexandria, VA","NA-US-VA-ALEXANDRIA","true",,,,"Converted Decommisioned Zipcodes"
81542,"22321","UNIQUE","FIRM ZIP","VA","ACCEPTABLE",38.80,-77.05,0.17,-0.75,0.62,"NA","US","Firm Zip, VA","NA-US-VA-FIRM ZIP","true",,,,"Converted Decommisioned Zipcodes"
81543,"22336","UNIQUE","ALEXANDRIA","VA","PRIMARY",38.80,-77.04,0.17,-0.75,0.62,"NA","US","Alexandria, VA","NA-US-VA-ALEXANDRIA","true",,,,"Converted Decommisioned Zipcodes"
81544,"22336","UNIQUE","WOODWARD & LOTHROP","VA","NOT ACCEPTABLE",38.80,-77.04,0.17,-0.75,0.62,"NA","US","Woodward & Lothrop, VA","NA-US-VA-WOODWARD & LOTHROP","true",,,,"Converted Decommisioned Zipcodes"
81545,"22721","STANDARD","GRAVES MILL","VA","PRIMARY",38.39,-78.28,0.15,-0.76,0.62,"NA","US","Graves Mill, VA","NA-US-VA-GRAVES MILL","true",,,,"Converted Decommisioned Zipcodes"
81546,"23101","PO BOX","MACON","VA","PRIMARY",37.52,-77.96,0.16,-0.77,0.60,"NA","US","Macon, VA","NA-US-VA-MACON","true",,,,"Converted Decommisioned Zipcodes"
81547,"23240","STANDARD","RICHMOND","VA","PRIMARY",37.55,-77.46,0.17,-0.77,0.60,"NA","US","Richmond, VA","NA-US-VA-RICHMOND","true",,,,"Converted Decommisioned Zipcodes"
81548,"23825","PO BOX","BLACKSTONE","VA","PRIMARY",37.08,-77.99,0.16,-0.78,0.60,"NA","US","Blackstone, VA","NA-US-VA-BLACKSTONE","true",,,,"Converted Decommisioned Zipcodes;  Historical ZipCodeType from various website"
81549,"24044","UNIQUE","APPALACHIAN PWR","VA","NOT ACCEPTABLE",37.27,-79.94,0.13,-0.78,0.60,"NA","US","Appalachian Pwr, VA","NA-US-VA-APPALACHIAN PWR","true",,,,"Converted Decommisioned Zipcodes"
81550,"24044","UNIQUE","ROANOKE","VA","PRIMARY",37.27,-79.94,0.13,-0.78,0.60,"NA","US","Roanoke, VA","NA-US-VA-ROANOKE","true",,,,"Converted Decommisioned Zipcodes"
81551,"24045","UNIQUE","BLUE CROSS BLUE SHIELD","VA","NOT ACCEPTABLE",37.27,-79.94,0.13,-0.78,0.60,"NA","US","Blue Cross Blue Shield, VA","NA-US-VA-BLUE CROSS BLUE SHIELD","true",,,,"Converted Decommisioned Zipcodes"
81552,"24045","UNIQUE","ROANOKE","VA","PRIMARY",37.27,-79.94,0.13,-0.78,0.60,"NA","US","Roanoke, VA","NA-US-VA-ROANOKE","true",,,,"Converted Decommisioned Zipcodes"
81553,"24048","UNIQUE","ROANOKE","VA","PRIMARY",37.27,-79.94,0.13,-0.78,0.60,"NA","US","Roanoke, VA","NA-US-VA-ROANOKE","true",,,,"Converted Decommisioned Zipcodes"
81554,"24048","UNIQUE","ALLSTATE INS CO","VA","NOT ACCEPTABLE",37.27,-79.94,0.13,-0.78,0.60,"NA","US","Allstate Ins Co, VA","NA-US-VA-ALLSTATE INS CO","true",,,,"Converted Decommisioned Zipcodes"
81555,"24512","UNIQUE","CLIFFORD AND WILLS","VA","ACCEPTABLE",37.45,-79.25,0.14,-0.77,0.60,"NA","US","Clifford And Wills, VA","NA-US-VA-CLIFFORD AND WILLS","true",,,,"Converted Decommisioned Zipcodes"
81556,"24512","UNIQUE","LYNCHBURG","VA","PRIMARY",37.45,-79.25,0.14,-0.77,0.60,"NA","US","Lynchburg, VA","NA-US-VA-LYNCHBURG","true",,,,"Converted Decommisioned Zipcodes"
81557,"24544","UNIQUE","DANVILLE","VA","PRIMARY",36.58,-79.39,0.14,-0.78,0.59,"NA","US","Danville, VA","NA-US-VA-DANVILLE","true",,,,"Converted Decommisioned Zipcodes"
81558,"24544","UNIQUE","MANUFACTURES HANOVER","VA","ACCEPTABLE",36.58,-79.39,0.14,-0.78,0.59,"NA","US","Manufactures Hanover, VA","NA-US-VA-MANUFACTURES HANOVER","true",,,,"Converted Decommisioned Zipcodes"
81559,"24842","PO BOX","HEMPHILL","WV","PRIMARY",37.44,-81.59,0.11,-0.78,0.60,"NA","US","Hemphill, WV","NA-US-WV-HEMPHILL","true",,,,"Converted Decommisioned Zipcodes"
81560,"24961","STANDARD","WHITE SULPHUR SPRINGS","WV","PRIMARY",37.97,-80.11,0.13,-0.77,0.61,"NA","US","White Sulphur Springs, WV","NA-US-WV-WHITE SULPHUR SPRINGS","true",,,,"Converted Decommisioned Zipcodes"
81561,"25429","UNIQUE","MARTINSBURG","WV","PRIMARY",39.32,-77.94,0.16,-0.75,0.63,"NA","US","Martinsburg, WV","NA-US-WV-MARTINSBURG","true",,,,"Converted Decommisioned Zipcodes"
81562,"25429","UNIQUE","N THOMPSON OUTFITTERS","WV","ACCEPTABLE",39.32,-77.94,0.16,-0.75,0.63,"NA","US","N Thompson Outfitters, WV","NA-US-WV-N THOMPSON OUTFITTERS","true",,,,"Converted Decommisioned Zipcodes"
81563,"25926","STANDARD","BECKLEY","WV","PRIMARY",37.79,-81.18,0.12,-0.78,0.61,"NA","US","Beckley, WV","NA-US-WV-BECKLEY","true",,,,"Converted Decommisioned Zipcodes"
81564,"25926","STANDARD","SPRAGUE","WV","ACCEPTABLE",37.79,-81.18,0.12,-0.78,0.61,"NA","US","Sprague, WV","NA-US-WV-SPRAGUE","true",,,,"Converted Decommisioned Zipcodes"
81565,"25965","STANDARD","ELTON","WV","PRIMARY",37.83,-80.78,0.12,-0.77,0.61,"NA","US","Elton, WV","NA-US-WV-ELTON","true",,,,"Converted Decommisioned Zipcodes"
81566,"36501","STANDARD","ALMA","AL","ACCEPTABLE",31.46,-87.73,0.03,-0.85,0.52,"NA","US","Alma, AL","NA-US-AL-ALMA","true",,,,"Converted Decommisioned Zipcodes"
81567,"36501","STANDARD","JACKSON","AL","PRIMARY",31.46,-87.73,0.03,-0.85,0.52,"NA","US","Jackson, AL","NA-US-AL-JACKSON","true",,,,"Converted Decommisioned Zipcodes"
81568,"36501","STANDARD","GAINESTOWN","AL","ACCEPTABLE",31.46,-87.73,0.03,-0.85,0.52,"NA","US","Gainestown, AL","NA-US-AL-GAINESTOWN","true",,,,"Converted Decommisioned Zipcodes"
81569,"36621","UNIQUE","FIRST NATIONAL BANK","AL","NOT ACCEPTABLE",30.69,-88.04,0.02,-0.85,0.51,"NA","US","First National Bank, AL","NA-US-AL-FIRST NATIONAL BANK","true",,,,"Converted Decommisioned Zipcodes"
81570,"36621","UNIQUE","MOBILE","AL","PRIMARY",30.69,-88.04,0.02,-0.85,0.51,"NA","US","Mobile, AL","NA-US-AL-MOBILE","true",,,,"Converted Decommisioned Zipcodes"
81571,"36622","UNIQUE","MERCHANTS NATIONAL BANK","AL","NOT ACCEPTABLE",30.69,-88.04,0.02,-0.85,0.51,"NA","US","Merchants National Bank, AL","NA-US-AL-MERCHANTS NATIONAL BANK","true",,,,"Converted Decommisioned Zipcodes"
81572,"36622","UNIQUE","MOBILE","AL","PRIMARY",30.69,-88.04,0.02,-0.85,0.51,"NA","US","Mobile, AL","NA-US-AL-MOBILE","true",,,,"Converted Decommisioned Zipcodes"
81573,"36690","UNIQUE","FIRMS","AL","NOT ACCEPTABLE",30.69,-88.04,0.02,-0.85,0.51,"NA","US","Firms, AL","NA-US-AL-FIRMS","true",,,,"Converted Decommisioned Zipcodes"
81574,"36690","UNIQUE","MOBILE","AL","PRIMARY",30.69,-88.04,0.02,-0.85,0.51,"NA","US","Mobile, AL","NA-US-AL-MOBILE","true",,,,"Converted Decommisioned Zipcodes"
81575,"37237","UNIQUE","AMSOUTH BANK","TN","NOT ACCEPTABLE",36.16,-86.78,0.04,-0.80,0.59,"NA","US","Amsouth Bank, TN","NA-US-TN-AMSOUTH BANK","true",,,,"Converted Decommisioned Zipcodes"
81576,"37237","UNIQUE","NASHVILLE","TN","PRIMARY",36.16,-86.78,0.04,-0.80,0.59,"NA","US","Nashville, TN","NA-US-TN-NASHVILLE","true",,,,"Converted Decommisioned Zipcodes"
81577,"37245","STANDARD","NASHVL","TN","ACCEPTABLE",36.16,-86.78,0.04,-0.80,0.59,"NA","US","Nashvl, TN","NA-US-TN-NASHVL","true",,,,"Converted Decommisioned Zipcodes"
81578,"37245","STANDARD","NASHVLE","TN","ACCEPTABLE",36.16,-86.78,0.04,-0.80,0.59,"NA","US","Nashvle, TN","NA-US-TN-NASHVLE","true",,,,"Converted Decommisioned Zipcodes"
81579,"37245","STANDARD","NASHVILLE","TN","PRIMARY",36.16,-86.78,0.04,-0.80,0.59,"NA","US","Nashville, TN","NA-US-TN-NASHVILLE","true",,,,"Converted Decommisioned Zipcodes"
81580,"37245","STANDARD","TN DEPT OF EMPLOYMENT SEC","TN","ACCEPTABLE",36.16,-86.78,0.04,-0.80,0.59,"NA","US","Tn Dept Of Employment Sec, TN","NA-US-TN-TN DEPT OF EMPLOYMENT SEC","true",,,,"Converted Decommisioned Zipcodes"
81581,"37247","STANDARD","TN DEPT OF HEALTH ENVIRON","TN","ACCEPTABLE",36.16,-86.78,0.04,-0.80,0.59,"NA","US","Tn Dept Of Health Environ, TN","NA-US-TN-TN DEPT OF HEALTH ENVIRON","true",,,,"Converted Decommisioned Zipcodes"
81582,"37247","STANDARD","NASHVILLE","TN","PRIMARY",36.16,-86.78,0.04,-0.80,0.59,"NA","US","Nashville, TN","NA-US-TN-NASHVILLE","true",,,,"Converted Decommisioned Zipcodes"
81583,"37247","STANDARD","NASHVL","TN","ACCEPTABLE",36.16,-86.78,0.04,-0.80,0.59,"NA","US","Nashvl, TN","NA-US-TN-NASHVL","true",,,,"Converted Decommisioned Zipcodes"
81584,"37247","STANDARD","NASHVLE","TN","ACCEPTABLE",36.16,-86.78,0.04,-0.80,0.59,"NA","US","Nashvle, TN","NA-US-TN-NASHVLE","true",,,,"Converted Decommisioned Zipcodes"
81585,"37248","STANDARD","TN DEPT OF HUMAN SVC","TN","ACCEPTABLE",36.16,-86.78,0.04,-0.80,0.59,"NA","US","Tn Dept Of Human Svc, TN","NA-US-TN-TN DEPT OF HUMAN SVC","true",,,,"Converted Decommisioned Zipcodes"
81586,"37248","STANDARD","NASHVLE","TN","ACCEPTABLE",36.16,-86.78,0.04,-0.80,0.59,"NA","US","Nashvle, TN","NA-US-TN-NASHVLE","true",,,,"Converted Decommisioned Zipcodes"
81587,"37248","STANDARD","NASHVL","TN","ACCEPTABLE",36.16,-86.78,0.04,-0.80,0.59,"NA","US","Nashvl, TN","NA-US-TN-NASHVL","true",,,,"Converted Decommisioned Zipcodes"
81588,"37248","STANDARD","NASHVILLE","TN","PRIMARY",36.16,-86.78,0.04,-0.80,0.59,"NA","US","Nashville, TN","NA-US-TN-NASHVILLE","true",,,,"Converted Decommisioned Zipcodes"
81589,"37249","STANDARD","NASHVILLE","TN","PRIMARY",36.16,-86.78,0.04,-0.80,0.59,"NA","US","Nashville, TN","NA-US-TN-NASHVILLE","true",,,,"Converted Decommisioned Zipcodes"
81590,"57189","UNIQUE","CITIBANK","SD","NOT ACCEPTABLE",43.60,-96.70,-0.08,-0.71,0.68,"NA","US","Citibank, SD","NA-US-SD-CITIBANK","true",,,,"Converted Decommisioned Zipcodes"
81591,"57192","UNIQUE","SIOUX FALLS","SD","PRIMARY",43.60,-96.70,-0.08,-0.71,0.68,"NA","US","Sioux Falls, SD","NA-US-SD-SIOUX FALLS","true",,,,"Converted Decommisioned Zipcodes"
81592,"57192","UNIQUE","WESTERN SURETY CO","SD","NOT ACCEPTABLE",43.60,-96.70,-0.08,-0.71,0.68,"NA","US","Western Surety Co, SD","NA-US-SD-WESTERN SURETY CO","true",,,,"Converted Decommisioned Zipcodes"
81593,"57194","UNIQUE","SIOUX FALLS","SD","PRIMARY",43.60,-96.70,-0.08,-0.71,0.68,"NA","US","Sioux Falls, SD","NA-US-SD-SIOUX FALLS","true",,,,"Converted Decommisioned Zipcodes"
81594,"57194","UNIQUE","US WEST COMMUNICATIONS","SD","NOT ACCEPTABLE",43.60,-96.70,-0.08,-0.71,0.68,"NA","US","Us West Communications, SD","NA-US-SD-US WEST COMMUNICATIONS","true",,,,"Converted Decommisioned Zipcodes"
81595,"57195","UNIQUE","SIOUX FALLS","SD","PRIMARY",43.60,-96.70,-0.08,-0.71,0.68,"NA","US","Sioux Falls, SD","NA-US-SD-SIOUX FALLS","true",,,,"Converted Decommisioned Zipcodes"
81596,"57195","UNIQUE","US WEST COMMUNICATIONS","SD","NOT ACCEPTABLE",43.60,-96.70,-0.08,-0.71,0.68,"NA","US","Us West Communications, SD","NA-US-SD-US WEST COMMUNICATIONS","true",,,,"Converted Decommisioned Zipcodes"
81597,"57196","UNIQUE","SIOUX FALLS","SD","PRIMARY",43.54,-96.72,-0.08,-0.71,0.68,"NA","US","Sioux Falls, SD","NA-US-SD-SIOUX FALLS","true",,,,"Converted Decommisioned Zipcodes"
